team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
FLA,2025,FLA,FLA,Team Level,other,81,0.43,0.52,0.51,11718.0,171.98,36.25,12.13,32.71,6.08,91.95,59.88,33.35,36.25,33.35,155.0,84.0,82.0,321.0,28.0,20.0,2.0,29.0,0.0,90.0,72.0,127.0,211.0,13.0,28.0,135.0,39.0,17.0,37.0,117.0,72.0,50.0,4.64,8.97,22.65,5.0,8.0,15.0,321.0,239.0,239.0,15.0,3.44,5.31,5.31,34.39,34.39,32.79,164.85,48.98,11.71,28.45,5.97,81.14,51.74,45.52,48.98,45.52,146.0,82.0,66.0,294.0,43.0,18.0,7.0,21.0,2.0,73.0,71.0,103.0,185.0,7.0,14.0,149.0,31.0,21.0,43.0,103.0,55.0,70.0,3.9,6.72,38.37,7.0,6.0,30.0,294.0,228.0,228.0,25.0,3.43,6.75,7.13,45.28,45.28,43.82
FLA,2025,FLA,FLA,Team Level,all,81,0.5,0.53,0.52,294763.0,2644.68,262.34,184.12,636.1,89.84,1413.82,1014.79,247.28,262.59,247.53,2270.0,1331.0,1347.0,4948.0,238.0,303.0,35.0,510.0,7.0,1285.0,1258.0,2032.0,3363.0,348.0,770.0,2174.0,2014.0,339.0,1154.0,2622.0,698.0,281.0,79.32,86.62,96.41,85.0,87.0,66.0,4938.2,3601.0,3601.86,548.0,41.45,58.98,59.03,244.75,245.0,236.74,2457.11,262.65,169.45,591.01,84.56,1294.79,942.53,248.04,263.81,249.09,2173.0,1172.0,1097.0,4442.0,273.0,280.0,40.0,429.0,8.0,1100.0,1255.0,1900.0,3072.0,345.0,774.0,2471.0,1628.0,400.0,1229.0,2391.0,651.0,303.0,70.6,79.88,112.17,96.0,96.0,81.0,4466.97,3345.0,3357.95,599.0,38.09,61.7,62.08,238.66,239.6,233.25
FLA,2025,FLA,FLA,Team Level,5on5,81,0.49,0.52,0.51,233442.0,1962.1,160.28,128.23,500.81,66.49,1050.14,771.05,154.38,160.53,154.63,1660.0,1017.0,1029.0,3706.0,155.0,216.0,26.0,395.0,6.0,944.0,961.0,1505.0,2522.0,300.0,665.0,1640.0,1884.0,266.0,984.0,2056.0,475.0,146.0,61.55,59.05,39.68,70.0,58.0,27.0,3696.2,2677.0,2677.86,488.0,26.7,39.36,39.41,147.57,147.81,145.17,1902.33,165.69,124.92,481.18,65.05,1002.05,750.1,158.07,166.85,159.11,1676.0,913.0,869.0,3458.0,180.0,219.0,29.0,351.0,5.0,862.0,972.0,1496.0,2409.0,299.0,676.0,1853.0,1521.0,327.0,1041.0,1929.0,486.0,174.0,56.08,60.77,48.84,79.0,70.0,31.0,3482.97,2589.0,2601.96,522.0,26.12,44.84,45.33,146.49,147.42,144.38
FLA,2025,FLA,FLA,Team Level,4on5,81,0.16,0.17,0.19,24818.0,83.48,8.49,4.12,12.04,2.61,25.59,56.14,8.38,8.49,8.38,78.0,31.0,16.0,125.0,6.0,7.0,0.0,8.0,0.0,13.0,75.0,72.0,103.0,12.0,29.0,176.0,62.0,31.0,47.0,76.0,20.0,13.0,2.62,2.44,3.44,2.0,3.0,1.0,125.0,109.0,109.0,39.0,0.94,1.43,1.43,8.01,8.01,7.96,336.55,43.21,30.02,73.47,11.7,193.68,102.94,39.74,43.21,39.74,289.0,166.0,152.0,607.0,45.0,41.0,4.0,54.0,1.0,154.0,160.0,244.0,410.0,25.0,56.0,241.0,31.0,21.0,91.0,304.0,98.0,53.0,8.87,10.89,23.45,8.0,17.0,20.0,607.0,455.0,455.0,4.0,7.88,9.85,9.35,41.74,41.74,39.91
FLA,2025,FLA,FLA,Team Level,5on4,81,0.92,0.91,0.89,24785.0,427.12,57.31,39.62,90.53,14.66,246.15,127.72,51.17,57.31,51.17,377.0,199.0,220.0,796.0,49.0,60.0,7.0,78.0,1.0,238.0,150.0,328.0,527.0,23.0,48.0,223.0,29.0,25.0,86.0,373.0,131.0,72.0,10.5,16.17,30.64,8.0,18.0,23.0,796.0,576.0,576.0,6.0,10.36,12.89,12.89,54.79,54.79,50.82,53.38,4.77,2.81,7.92,1.83,17.93,37.74,4.72,4.77,4.72,62.0,11.0,10.0,83.0,5.0,2.0,0.0,3.0,0.0,11.0,52.0,57.0,68.0,14.0,28.0,228.0,45.0,31.0,54.0,55.0,12.0,6.0,1.75,1.51,1.52,2.0,3.0,0.0,83.0,73.0,73.0,48.0,0.65,0.26,0.26,5.17,5.17,5.13
OTT,2025,OTT,OTT,Team Level,other,81,0.5,0.5,0.49,12016.0,163.3,38.46,12.18,30.36,5.32,81.18,52.5,35.88,38.46,35.88,140.0,80.0,70.0,290.0,29.0,10.0,1.0,27.0,1.0,78.0,75.0,111.0,191.0,13.0,24.0,175.0,48.0,23.0,31.0,111.0,62.0,47.0,4.43,8.11,25.92,4.0,5.0,20.0,290.0,220.0,220.0,12.0,3.48,2.82,2.82,39.13,39.13,36.74,166.11,38.67,12.26,29.93,5.82,87.77,53.54,34.9,38.67,34.9,143.0,85.0,67.0,295.0,29.0,18.0,3.0,33.0,1.0,96.0,51.0,114.0,199.0,3.0,6.0,125.0,26.0,14.0,38.0,116.0,57.0,55.0,4.45,7.32,26.91,6.0,9.0,14.0,295.0,228.0,228.0,12.0,3.71,4.9,3.55,38.83,38.83,35.16
OTT,2025,OTT,OTT,Team Level,all,81,0.55,0.53,0.54,294417.0,2630.31,266.91,187.72,630.01,86.36,1398.71,988.3,253.54,268.94,255.48,2336.0,1222.0,1250.0,4808.0,272.0,274.0,33.0,452.0,8.0,1262.0,1290.0,2064.0,3286.0,299.0,666.0,2482.0,1926.0,408.0,1138.0,2574.0,690.0,294.0,76.31,86.02,104.56,103.0,87.0,82.0,4851.69,3558.0,3588.21,553.0,42.25,59.77,60.12,249.04,250.61,243.71,2228.28,219.28,154.76,533.98,74.98,1199.84,865.16,207.37,218.61,206.77,1981.0,1067.0,1186.0,4234.0,244.0,240.0,32.0,433.0,4.0,1113.0,1014.0,1737.0,2804.0,321.0,724.0,2074.0,1874.0,355.0,1261.0,2248.0,577.0,223.0,66.14,71.11,82.04,84.0,102.0,58.0,4208.72,3048.0,3030.33,650.0,34.83,50.95,50.95,203.16,202.7,195.57
OTT,2025,OTT,OTT,Team Level,5on5,81,0.56,0.53,0.54,235524.0,2021.72,173.93,134.93,505.81,66.46,1072.25,785.62,167.49,175.97,169.42,1773.0,966.0,1008.0,3747.0,179.0,209.0,22.0,354.0,3.0,1000.0,994.0,1594.0,2560.0,265.0,600.0,1831.0,1817.0,333.0,981.0,2057.0,511.0,171.0,60.62,64.29,49.01,87.0,64.0,28.0,3790.69,2739.0,2769.21,497.0,28.15,44.14,45.02,157.06,158.63,155.66,1727.02,139.28,113.52,437.49,58.31,930.71,688.69,133.45,138.61,132.85,1509.0,859.0,981.0,3349.0,162.0,189.0,23.0,337.0,2.0,870.0,808.0,1347.0,2206.0,287.0,658.0,1603.0,1773.0,277.0,1088.0,1835.0,410.0,123.0,52.89,50.44,35.96,71.0,67.0,24.0,3323.72,2368.0,2350.33,580.0,23.59,37.6,37.9,124.96,124.5,122.26
OTT,2025,OTT,OTT,Team Level,4on5,81,0.15,0.13,0.14,21817.0,47.79,6.43,3.12,6.99,1.73,15.84,30.89,6.21,6.43,6.21,57.0,8.0,8.0,73.0,6.0,4.0,1.0,2.0,0.0,11.0,42.0,51.0,59.0,10.0,20.0,223.0,39.0,42.0,42.0,33.0,21.0,11.0,0.92,2.63,2.88,2.0,2.0,2.0,73.0,65.0,65.0,36.0,0.71,1.09,1.09,6.05,6.05,6.02,285.63,37.32,26.39,59.29,9.17,165.17,87.65,35.02,37.32,35.02,278.0,107.0,124.0,509.0,48.0,32.0,6.0,61.0,1.0,134.0,109.0,230.0,337.0,20.0,38.0,177.0,18.0,24.0,79.0,245.0,96.0,44.0,6.96,11.42,18.94,5.0,23.0,20.0,509.0,385.0,385.0,7.0,6.95,8.38,9.43,34.85,34.85,33.65
OTT,2025,OTT,OTT,Team Level,5on4,81,0.92,0.9,0.89,25060.0,397.49,48.08,37.49,86.84,12.85,229.45,119.29,43.97,48.08,43.97,366.0,168.0,164.0,698.0,58.0,51.0,9.0,69.0,4.0,173.0,179.0,308.0,476.0,11.0,22.0,253.0,22.0,10.0,84.0,373.0,96.0,65.0,10.35,10.98,26.76,10.0,16.0,32.0,698.0,534.0,534.0,8.0,9.9,11.71,11.18,46.8,46.8,45.28,49.51,4.01,2.58,7.26,1.67,16.19,35.28,3.99,4.01,3.99,51.0,16.0,14.0,81.0,5.0,1.0,0.0,2.0,0.0,13.0,46.0,46.0,62.0,11.0,22.0,169.0,57.0,40.0,56.0,52.0,14.0,1.0,1.85,1.94,0.22,2.0,3.0,0.0,81.0,67.0,67.0,51.0,0.59,0.07,0.07,4.52,4.52,4.51
CHI,2025,CHI,CHI,Team Level,other,81,0.49,0.51,0.53,9190.0,141.8,26.89,10.83,27.59,5.04,74.66,45.98,24.84,26.89,24.84,123.0,68.0,48.0,239.0,19.0,14.0,1.0,15.0,0.0,78.0,65.0,104.0,172.0,6.0,20.0,111.0,20.0,13.0,29.0,102.0,54.0,35.0,3.86,6.64,16.4,3.0,5.0,11.0,239.0,191.0,191.0,8.0,3.19,3.66,3.73,26.35,26.35,24.86,127.11,28.36,8.53,21.62,4.23,64.12,45.14,27.46,28.36,27.46,111.0,61.0,54.0,226.0,34.0,10.0,2.0,9.0,0.0,55.0,64.0,77.0,138.0,10.0,20.0,116.0,32.0,18.0,30.0,85.0,49.0,38.0,3.42,5.94,19.0,7.0,6.0,21.0,226.0,172.0,172.0,10.0,2.41,2.92,2.95,27.81,27.81,27.17
CHI,2025,CHI,CHI,Team Level,all,81,0.44,0.46,0.46,295685.0,2279.04,217.15,156.57,547.27,75.57,1217.02,879.43,206.89,217.39,207.12,1992.0,1101.0,1041.0,4134.0,205.0,231.0,21.0,434.0,9.0,1075.0,1139.0,1787.0,2888.0,272.0,596.0,2040.0,1333.0,400.0,1288.0,2295.0,560.0,238.0,67.44,68.04,81.66,64.0,80.0,61.0,4116.43,3093.0,3085.35,611.0,34.99,43.4,43.4,208.75,208.88,202.59,2734.74,275.3,197.03,650.64,92.11,1443.72,1044.19,261.05,276.41,262.16,2440.0,1263.0,1136.0,4839.0,268.0,329.0,34.0,502.0,5.0,1284.0,1315.0,2172.0,3435.0,270.0,592.0,2395.0,1834.0,381.0,1203.0,2649.0,752.0,302.0,79.82,93.12,102.35,102.0,97.0,69.0,4882.0,3703.0,3721.63,519.0,43.84,72.64,72.76,246.38,247.47,241.72
CHI,2025,CHI,CHI,Team Level,5on5,81,0.42,0.46,0.45,242416.0,1798.14,143.98,116.59,452.99,60.24,963.36,713.85,139.25,144.22,139.48,1562.0,889.0,858.0,3309.0,146.0,190.0,19.0,354.0,8.0,839.0,914.0,1416.0,2305.0,238.0,518.0,1592.0,1250.0,336.0,1131.0,1888.0,418.0,145.0,54.09,50.81,39.09,53.0,66.0,27.0,3291.43,2451.0,2443.35,561.0,24.2,33.33,33.84,134.34,134.48,132.35,2200.74,196.22,149.91,545.01,74.15,1171.19,860.52,186.67,197.34,187.78,1965.0,1032.0,960.0,3957.0,197.0,254.0,25.0,422.0,4.0,1051.0,1069.0,1768.0,2800.0,233.0,516.0,1838.0,1720.0,311.0,1056.0,2223.0,578.0,196.0,67.51,71.61,57.1,91.0,81.0,25.0,4000.0,2997.0,3015.64,459.0,31.34,55.76,56.28,171.28,172.37,169.1
CHI,2025,CHI,CHI,Team Level,4on5,81,0.09,0.11,0.12,22223.0,48.12,4.81,2.41,7.37,1.42,14.78,32.2,4.74,4.81,4.74,47.0,16.0,6.0,69.0,5.0,1.0,1.0,5.0,0.0,10.0,42.0,42.0,58.0,5.0,10.0,156.0,52.0,40.0,47.0,44.0,14.0,5.0,1.52,1.88,1.4,3.0,0.0,2.0,69.0,63.0,63.0,38.0,0.55,0.34,0.34,5.02,5.02,4.98,352.25,45.85,35.78,75.76,12.03,190.66,100.93,42.1,45.85,42.1,306.0,155.0,111.0,572.0,35.0,63.0,7.0,63.0,1.0,165.0,134.0,271.0,426.0,13.0,26.0,243.0,23.0,18.0,59.0,288.0,110.0,63.0,7.37,13.56,24.92,4.0,9.0,22.0,572.0,461.0,461.0,1.0,9.46,13.44,13.01,42.29,42.29,40.5
CHI,2025,CHI,CHI,Team Level,5on4,81,0.9,0.86,0.84,21856.0,290.98,41.47,26.73,59.31,8.88,164.21,87.4,38.05,41.47,38.05,260.0,128.0,129.0,517.0,35.0,26.0,0.0,60.0,1.0,148.0,118.0,225.0,353.0,23.0,48.0,181.0,11.0,11.0,81.0,261.0,74.0,53.0,7.97,8.72,24.77,5.0,9.0,21.0,517.0,388.0,388.0,4.0,7.06,6.07,5.49,43.04,43.04,40.4,54.63,4.86,2.81,8.26,1.72,17.75,37.59,4.82,4.86,4.82,58.0,15.0,11.0,84.0,2.0,2.0,0.0,8.0,0.0,13.0,48.0,56.0,71.0,14.0,30.0,198.0,59.0,34.0,58.0,53.0,15.0,5.0,1.52,2.02,1.33,0.0,1.0,1.0,84.0,73.0,73.0,49.0,0.64,0.51,0.51,5.0,5.0,4.96
STL,2025,STL,STL,Team Level,other,80,0.4,0.44,0.41,9181.0,105.22,23.85,7.26,18.15,3.53,55.52,37.7,22.41,23.85,22.41,91.0,55.0,62.0,208.0,22.0,7.0,3.0,6.0,0.0,62.0,49.0,69.0,124.0,6.0,10.0,114.0,15.0,11.0,27.0,79.0,33.0,34.0,3.27,4.35,16.22,3.0,3.0,16.0,208.0,146.0,146.0,16.0,2.03,2.43,2.43,23.45,23.45,22.37,151.26,36.28,10.77,25.46,4.8,80.93,47.76,32.92,36.28,32.92,148.0,58.0,61.0,267.0,27.0,11.0,1.0,23.0,1.0,87.0,57.0,121.0,179.0,6.0,20.0,110.0,24.0,8.0,33.0,104.0,50.0,52.0,4.51,5.91,25.86,4.0,8.0,15.0,267.0,206.0,206.0,14.0,3.15,5.34,5.34,34.1,34.1,32.07
STL,2025,STL,STL,Team Level,all,80,0.47,0.48,0.47,291412.0,2218.74,213.68,153.13,528.1,73.62,1184.61,857.99,203.25,214.74,204.24,2018.0,995.0,1149.0,4162.0,218.0,244.0,20.0,394.0,3.0,1051.0,1103.0,1800.0,2795.0,260.0,605.0,2122.0,1759.0,349.0,1170.0,2207.0,587.0,219.0,67.4,72.98,73.3,81.0,83.0,54.0,4168.14,3013.0,3026.03,530.0,33.54,46.84,46.84,200.25,201.24,196.16,2480.75,242.06,170.7,596.56,82.56,1336.09,959.1,229.8,242.91,230.69,2227.0,1161.0,1194.0,4582.0,246.0,246.0,35.0,485.0,6.0,1223.0,1182.0,1981.0,3142.0,256.0,596.0,2172.0,1455.0,374.0,1269.0,2505.0,617.0,266.0,72.07,76.59,93.4,91.0,80.0,75.0,4607.48,3388.0,3398.08,583.0,38.01,56.58,56.65,223.35,224.39,217.56
STL,2025,STL,STL,Team Level,5on5,80,0.49,0.48,0.48,240318.0,1806.97,155.37,120.15,448.71,59.96,962.04,704.88,147.88,156.43,148.87,1628.0,825.0,953.0,3406.0,155.0,207.0,15.0,335.0,3.0,864.0,889.0,1473.0,2298.0,236.0,559.0,1642.0,1697.0,288.0,1037.0,1823.0,487.0,143.0,55.47,60.2,39.7,69.0,71.0,15.0,3412.14,2453.0,2466.03,480.0,24.95,38.99,38.99,141.19,142.19,139.13,1948.75,160.27,127.33,494.34,65.29,1041.39,770.46,153.89,161.11,154.77,1736.0,924.0,1007.0,3667.0,166.0,196.0,23.0,412.0,4.0,964.0,918.0,1570.0,2494.0,235.0,548.0,1728.0,1380.0,316.0,1120.0,2046.0,453.0,161.0,58.43,57.0,44.83,78.0,56.0,32.0,3692.48,2660.0,2670.07,530.0,26.54,40.82,41.22,145.52,146.56,143.84
STL,2025,STL,STL,Team Level,4on5,80,0.08,0.12,0.13,20817.0,49.43,3.5,2.41,8.03,1.54,16.52,35.0,3.44,3.5,3.44,52.0,15.0,12.0,79.0,5.0,2.0,0.0,7.0,0.0,9.0,44.0,47.0,62.0,5.0,10.0,178.0,28.0,30.0,35.0,55.0,10.0,2.0,1.63,1.32,0.55,3.0,1.0,1.0,79.0,67.0,67.0,30.0,0.56,0.42,0.42,3.64,3.64,3.59,326.36,40.15,29.48,68.68,10.68,195.74,103.27,37.67,40.15,37.67,288.0,160.0,116.0,564.0,49.0,37.0,11.0,48.0,1.0,160.0,153.0,239.0,399.0,10.0,18.0,185.0,13.0,17.0,79.0,307.0,94.0,47.0,7.7,11.08,21.35,8.0,14.0,27.0,564.0,448.0,448.0,8.0,7.62,10.11,9.78,37.97,37.97,35.93
STL,2025,STL,STL,Team Level,5on4,80,0.85,0.85,0.82,21096.0,257.11,30.97,23.3,53.2,8.61,150.52,80.4,29.52,30.97,29.52,247.0,100.0,122.0,469.0,36.0,28.0,2.0,46.0,0.0,116.0,121.0,211.0,311.0,13.0,26.0,188.0,19.0,20.0,71.0,250.0,57.0,40.0,7.03,7.11,16.83,6.0,8.0,22.0,469.0,347.0,347.0,4.0,5.98,4.99,4.99,31.97,31.97,31.06,54.39,5.37,3.12,8.08,1.8,18.02,37.61,5.33,5.37,5.33,55.0,19.0,10.0,84.0,4.0,2.0,0.0,2.0,0.0,12.0,54.0,51.0,70.0,5.0,10.0,149.0,38.0,33.0,37.0,48.0,20.0,6.0,1.42,2.6,1.36,1.0,2.0,1.0,84.0,74.0,74.0,31.0,0.71,0.31,0.31,5.77,5.77,5.74
SJS,2025,SJS,SJS,Team Level,other,80,0.48,0.49,0.49,9448.0,133.9,30.71,9.83,23.57,4.31,74.83,39.75,29.48,30.71,29.48,128.0,55.0,61.0,244.0,37.0,6.0,2.0,17.0,0.0,78.0,45.0,91.0,146.0,7.0,14.0,113.0,20.0,11.0,29.0,90.0,63.0,30.0,3.88,7.58,19.24,7.0,11.0,19.0,244.0,183.0,183.0,18.0,2.89,2.19,2.19,31.41,31.41,30.27,139.4,33.17,10.45,24.67,4.9,75.7,42.12,29.62,33.17,29.62,129.0,62.0,65.0,256.0,38.0,15.0,5.0,22.0,1.0,66.0,49.0,91.0,153.0,3.0,6.0,117.0,35.0,19.0,25.0,93.0,48.0,50.0,3.69,6.42,23.06,9.0,7.0,22.0,256.0,191.0,191.0,10.0,3.07,5.22,5.22,31.02,31.02,28.92
SJS,2025,SJS,SJS,Team Level,all,80,0.48,0.47,0.46,291525.0,2248.21,235.22,161.74,529.53,75.63,1200.87,849.01,222.96,234.83,222.61,2063.0,989.0,1225.0,4277.0,241.0,254.0,30.0,412.0,2.0,1054.0,1089.0,1822.0,2811.0,279.0,600.0,2161.0,1753.0,360.0,1323.0,2182.0,608.0,262.0,66.32,75.61,93.29,84.0,88.0,69.0,4262.26,3052.0,3049.44,629.0,36.54,54.37,54.42,217.34,217.33,211.95,2596.72,259.56,187.49,617.61,87.91,1402.27,985.15,244.21,260.9,245.44,2381.0,1159.0,1293.0,4833.0,284.0,295.0,35.0,482.0,7.0,1278.0,1194.0,2097.0,3256.0,285.0,612.0,2357.0,1446.0,365.0,1171.0,2579.0,673.0,288.0,76.77,83.1,99.69,113.0,91.0,80.0,4866.05,3540.0,3557.01,529.0,41.96,62.76,62.76,238.77,239.75,232.03
SJS,2025,SJS,SJS,Team Level,5on5,80,0.47,0.47,0.46,235324.0,1720.63,150.75,116.5,423.64,58.0,917.83,679.28,144.93,150.36,144.58,1569.0,777.0,984.0,3330.0,157.0,194.0,22.0,328.0,2.0,795.0,870.0,1412.0,2189.0,247.0,533.0,1660.0,1674.0,294.0,1178.0,1764.0,422.0,160.0,53.54,53.38,43.83,70.0,62.0,25.0,3315.26,2346.0,2343.44,572.0,24.32,37.7,38.38,136.69,136.68,134.63,1991.54,168.36,135.31,498.78,67.38,1073.88,779.28,161.0,169.69,162.24,1812.0,911.0,1051.0,3774.0,184.0,216.0,22.0,390.0,4.0,975.0,954.0,1628.0,2539.0,251.0,541.0,1794.0,1355.0,295.0,1035.0,2055.0,502.0,166.0,60.31,61.93,46.12,90.0,69.0,25.0,3807.05,2723.0,2740.01,464.0,28.22,43.48,44.03,152.55,153.53,150.92
SJS,2025,SJS,SJS,Team Level,4on5,80,0.1,0.08,0.1,23254.0,46.92,5.52,2.51,6.88,1.47,14.15,30.46,5.3,5.52,5.3,45.0,16.0,3.0,64.0,3.0,4.0,1.0,2.0,0.0,14.0,38.0,42.0,58.0,9.0,21.0,169.0,43.0,37.0,40.0,31.0,24.0,6.0,0.81,2.92,1.79,0.0,2.0,1.0,64.0,61.0,61.0,35.0,0.58,1.21,1.21,4.89,4.89,4.86,398.66,51.65,38.38,83.84,13.57,232.27,118.28,47.32,51.65,47.32,370.0,168.0,169.0,707.0,55.0,58.0,7.0,61.0,2.0,226.0,136.0,315.0,483.0,19.0,41.0,241.0,16.0,18.0,58.0,370.0,101.0,67.0,10.63,11.84,29.18,10.0,13.0,32.0,707.0,538.0,538.0,10.0,9.91,13.1,12.55,49.02,49.02,46.04
SJS,2025,SJS,SJS,Team Level,5on4,80,0.88,0.87,0.84,23499.0,346.76,48.23,32.9,75.43,11.83,194.06,99.54,43.25,48.23,43.25,321.0,141.0,177.0,639.0,44.0,50.0,5.0,65.0,0.0,167.0,136.0,277.0,418.0,16.0,32.0,219.0,16.0,18.0,76.0,297.0,99.0,66.0,8.08,11.73,28.43,7.0,13.0,24.0,639.0,462.0,462.0,4.0,8.76,13.27,12.65,44.35,44.35,42.2,67.11,6.38,3.35,10.31,2.06,20.42,45.48,6.26,6.38,6.26,70.0,18.0,8.0,96.0,7.0,6.0,1.0,9.0,0.0,11.0,55.0,63.0,81.0,12.0,24.0,205.0,40.0,33.0,53.0,61.0,22.0,5.0,2.13,2.91,1.34,4.0,2.0,1.0,96.0,88.0,88.0,45.0,0.78,0.96,0.96,6.19,6.19,6.14
VAN,2025,VAN,VAN,Team Level,other,80,0.41,0.52,0.49,12276.0,173.65,29.91,14.15,33.49,6.51,100.74,54.21,26.25,29.91,26.25,159.0,80.0,94.0,333.0,22.0,27.0,2.0,28.0,0.0,88.0,74.0,137.0,217.0,9.0,16.0,126.0,29.0,14.0,32.0,132.0,61.0,46.0,4.54,7.65,17.71,5.0,4.0,13.0,333.0,239.0,239.0,11.0,4.07,6.84,6.84,27.14,27.14,24.36,175.6,42.45,12.18,31.77,6.45,90.09,61.06,39.87,42.45,39.87,152.0,92.0,66.0,310.0,44.0,19.0,4.0,26.0,0.0,85.0,70.0,108.0,200.0,9.0,18.0,141.0,27.0,19.0,41.0,123.0,54.0,67.0,4.81,6.8,30.83,4.0,8.0,32.0,310.0,244.0,244.0,26.0,3.45,3.96,3.96,41.93,41.93,39.98
VAN,2025,VAN,VAN,Team Level,all,80,0.45,0.48,0.48,292153.0,2404.35,231.01,170.33,580.31,81.74,1299.66,928.95,217.86,228.87,215.85,2092.0,1200.0,1159.0,4451.0,205.0,303.0,29.0,436.0,0.0,1179.0,1169.0,1887.0,3087.0,263.0,562.0,2157.0,1705.0,359.0,1239.0,2480.0,544.0,268.0,73.02,69.14,88.84,71.0,66.0,68.0,4370.88,3292.0,3247.81,569.0,38.32,61.92,61.92,207.4,205.78,199.05,2679.91,279.06,188.02,632.8,89.29,1421.78,1021.05,265.75,282.33,268.93,2375.0,1257.0,1203.0,4835.0,305.0,286.0,35.0,474.0,1.0,1286.0,1280.0,2070.0,3327.0,269.0,579.0,2224.0,1530.0,329.0,1182.0,2589.0,743.0,300.0,80.53,93.79,104.74,113.0,101.0,91.0,4934.38,3632.0,3695.16,509.0,41.81,55.13,55.13,265.73,268.93,261.17
VAN,2025,VAN,VAN,Team Level,5on5,80,0.44,0.47,0.46,239304.0,1831.96,149.37,121.39,465.36,62.18,988.65,731.04,143.4,147.24,141.4,1573.0,945.0,922.0,3440.0,128.0,220.0,18.0,339.0,0.0,900.0,931.0,1445.0,2390.0,236.0,510.0,1667.0,1594.0,313.0,1111.0,1969.0,398.0,151.0,58.52,50.77,40.08,59.0,47.0,22.0,3359.88,2518.0,2473.81,527.0,25.26,40.01,40.01,134.63,133.0,130.43,2133.93,186.45,143.89,526.32,70.59,1138.34,834.42,178.68,189.73,181.86,1888.0,1012.0,1024.0,3924.0,204.0,219.0,26.0,390.0,1.0,1047.0,1039.0,1684.0,2696.0,237.0,515.0,1721.0,1443.0,272.0,1042.0,2152.0,578.0,170.0,66.81,73.45,46.19,98.0,77.0,29.0,4023.38,2900.0,2963.16,454.0,30.07,41.75,41.75,174.78,177.97,174.05
